threshold,score,feasible,precision,recall,f1,worst_group_sensitivity,macro_avg_fnr,fnr_gap,method,epsilon,clipping
0.15,0.008930509965718446,False,0.540745052386496,0.17644824311490978,0.26607475297150224,0.15942028985507245,0.8244610165251787,0.03223738723949776,DP-SGD MLP ε=0.5 [adaptive],0.5,adaptive
0.18,-0.06783832645528441,False,0.5625,0.147008547008547,0.23309742508658335,0.1320450885668277,0.8537904726169816,0.028328877632381233,DP-SGD MLP ε=0.5 [adaptive],0.5,adaptive
0.2,-0.11214326741113298,False,0.5675227837613919,0.13010446343779677,0.21168108776266997,0.11714975845410629,0.8705872926535654,0.024525897784656747,DP-SGD MLP ε=0.5 [adaptive],0.5,adaptive
0.22,-0.16230620172907123,False,0.5716999050332384,0.11433998100664768,0.19056663501107945,0.10024154589371981,0.8864128480527805,0.026691212106999318,DP-SGD MLP ε=0.5 [adaptive],0.5,adaptive
0.25,-0.21236426355229476,False,0.5841121495327103,0.0949667616334283,0.16337199803953603,0.08333333333333333,0.9056544408486156,0.022024451636102116,DP-SGD MLP ε=0.5 [adaptive],0.5,adaptive
0.3,-0.269185451482836,False,0.6064,0.07198480531813865,0.12869269949066214,0.0640096618357488,0.9284410518581054,0.015098572612291528,DP-SGD MLP ε=0.5 [adaptive],0.5,adaptive
0.35,-0.3274377859572812,False,0.6202830188679245,0.04995251661918328,0.0924591316575848,0.04508856682769726,0.9503072088551194,0.009208448634366762,DP-SGD MLP ε=0.5 [adaptive],0.5,adaptive
0.4,-0.37731714352440454,False,0.6477732793522267,0.030389363722697058,0.05805515239477504,0.02818035426731079,0.9697285930928818,0.004182105279614712,DP-SGD MLP ε=0.5 [adaptive],0.5,adaptive
0.45,-0.40028847177175897,False,0.7542372881355932,0.01690408357075024,0.03306706297603567,0.014492753623188406,0.9832246767662556,0.0045651392211122355,DP-SGD MLP ε=0.5 [adaptive],0.5,adaptive
0.5,-0.4423773305818246,False,0.7142857142857143,0.004748338081671415,0.009433962264150943,0.004428341384863124,0.9952687491205854,0.0006058189891030574,DP-SGD MLP ε=0.5 [adaptive],0.5,adaptive
0.005,1.9492159243936684,False,0.21416020228860413,0.9490978157644824,0.3494649975522764,0.9468599033816425,0.05102168441130028,0.00423682441411441,DP-SGD MLP ε=1.0 [fixed],1.0,fixed
0.01,1.7747869877486104,True,0.2575205870819562,0.8731244064577398,0.39773317182903617,0.8663446054750402,0.12723762175007428,0.012835545549770969,DP-SGD MLP ε=1.0 [fixed],1.0,fixed
0.015,1.6006955922162087,True,0.29039376594717603,0.7998100664767331,0.4260851968025903,0.7898550724637681,0.20072151087347373,0.018846833325516316,DP-SGD MLP ε=1.0 [fixed],1.0,fixed
0.02,1.4482213821658267,True,0.3185556835005757,0.7356125356125356,0.44458474430350686,0.7238325281803543,0.26501649391054205,0.02230195581820743,DP-SGD MLP ε=1.0 [fixed],1.0,fixed
0.025,1.2948753819848653,False,0.3414092664092664,0.6717948717948717,0.452736,0.6594202898550725,0.328865906852399,0.023427606585056993,DP-SGD MLP ε=1.0 [fixed],1.0,fixed
