group,n_samples,selection_rate,tpr,fpr,fnr,auc,brier
0,31965,0.3926794931956828,0.8136114160263447,0.32272893104706313,0.18638858397365532,0.8190039570677571,0.10019291476391803
1,25404,0.4349708707290191,0.790471675752548,0.36417276374793484,0.209528324247452,0.7864946962399606,0.11665564216973301
