group,n_samples,selection_rate,tpr,fpr,fnr,auc,brier
female,31965,0.23907398717347098,0.6208562019758507,0.1756293323604524,0.37914379802414927,0.8189307707371615,0.1000435545731054
male,25404,0.25881750905369233,0.5890021332069211,0.19306112815671467,0.4109978667930789,0.7868320274505852,0.11649268800345867
