threshold,accuracy,precision,recall,fnr,f1,auc,brier,dp_diff,tpr_gap,fpr_gap,fnr_gap,equalized_odds_diff,worst_group_sensitivity,macro_avg_fnr,group_auc_mean,group_brier_mean,clinical_fairness_score
0.15,0.6793817727550042,0.2958613371064733,0.7943019943019943,0.20569800569800567,0.4311340206185567,0.8023273924712165,0.10778456192880746,0.036650286001021826,0.02594859528164717,0.03633062387918168,0.025948595281647197,0.03633062387918168,0.7805958132045089,0.20642988915466753,0.8002486417726038,0.10881394439302994,0.5482173287681942
0.2,0.7384445541965661,0.3316822766570605,0.6995251661918328,0.3004748338081672,0.4499969454456595,0.8023273924712165,0.10778456192880746,0.027359317792065463,0.03400794209152158,0.027010950610330986,0.03400794209152169,0.03400794209152158,0.6815619967793881,0.3014340321748511,0.8002486417726038,0.10881394439302994,0.3461200225130153
0.25,0.7843758170884053,0.3739628374430291,0.6077872744539411,0.3922127255460589,0.4630299522500362,0.8023273924712165,0.10778456192880746,0.020057986367597397,0.03257742757531701,0.018646484044319955,0.03257742757531695,0.03257742757531701,0.5905797101449275,0.393131576067414,0.8002486417726038,0.10881394439302994,0.16487070650219654
0.3,0.8131373289561605,0.41087521001985644,0.5109211775878443,0.4890788224121557,0.45546901456146294,0.8023273924712165,0.10778456192880746,0.016858101600155856,0.034394884542626236,0.016377956923913972,0.034394884542626236,0.034394884542626236,0.4927536231884058,0.4900489345402811,0.8002486417726038,0.10881394439302994,-0.031690195894501505
0.35,0.8319339937828651,0.447347104090725,0.4195631528964862,0.5804368471035137,0.4330098990492992,0.8023273924712165,0.10778456192880746,0.014018974057121297,0.02301330456670264,0.012303002237361124,0.023013304566702586,0.02301330456670264,0.4074074074074074,0.5810859403092412,0.8002486417726038,0.10881394439302994,-0.1966918374685364
0.4,0.8441358473025188,0.48583569405099153,0.32573599240265905,0.674264007597341,0.3899943149516771,0.8023273924712165,0.10778456192880746,0.004010585570531924,0.029821928302299794,0.003331295615993199,0.029821928302299683,0.029821928302299794,0.30998389694041867,0.6751051389084315,0.8002486417726038,0.10881394439302994,-0.3949431702703125
0.45,0.8495685773219837,0.5193591455273698,0.22165242165242166,0.7783475783475784,0.31070287539936103,0.8023273924712165,0.10778456192880746,0.0018535888145568558,0.024072510670231223,0.0017844822532617835,0.024072510670231195,0.024072510670231223,0.20893719806763286,0.7790265465972515,0.8002486417726038,0.10881394439302994,-0.5941618591998498
0.5,0.8524156764765696,0.5697061039939714,0.14358974358974358,0.8564102564102565,0.22936893203883496,0.8023273924712165,0.10778456192880746,0.0008344387595522057,0.01728342948266967,0.000916639207425924,0.017283429482669588,0.01728342948266967,0.13446054750402575,0.8568977377546394,0.8002486417726038,0.10881394439302994,-0.7397206197332833
