model,feature_set,threshold,accuracy,precision,recall,fnr,f1,auc,brier,dp_diff,tpr_gap,fpr_gap,fnr_gap,equalized_odds_diff,worst_group_sensitivity,macro_avg_fnr,group_auc_mean,group_brier_mean
VFAEClassifier,Without Sensitive Attributes + Proxy-Reduced Features,0.25,0.7844654778713243,0.37370753323485967,0.6055390927741053,0.39446090722589466,0.46218085337740855,0.8045870262795776,0.107327519530917,0.019743521880221354,0.0318540687689296,0.017431795796262278,0.031854068768929655,0.0318540687689296,0.5890021332069211,0.39507083240861407,0.8028813990938733,0.10826812128828203
