model,feature_set,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,auc_mean,auc_std,error_rate_mean,error_rate_std,sex_group_dp_diff_mean,sex_group_dp_diff_std,sex_group_di_ratio_mean,sex_group_di_ratio_std,sex_group_tpr_gap_mean,sex_group_tpr_gap_std,sex_group_fpr_gap_mean,sex_group_fpr_gap_std,sex_group_fnr_gap_mean,sex_group_fnr_gap_std,sex_group_accuracy_gap_mean,sex_group_accuracy_gap_std,sex_group_equalized_odds_diff_mean,sex_group_equalized_odds_diff_std,age_group_dp_diff_mean,age_group_dp_diff_std,age_group_di_ratio_mean,age_group_di_ratio_std,age_group_tpr_gap_mean,age_group_tpr_gap_std,age_group_fpr_gap_mean,age_group_fpr_gap_std,age_group_fnr_gap_mean,age_group_fnr_gap_std,age_group_accuracy_gap_mean,age_group_accuracy_gap_std,age_group_equalized_odds_diff_mean,age_group_equalized_odds_diff_std,income_group_dp_diff_mean,income_group_dp_diff_std,income_group_di_ratio_mean,income_group_di_ratio_std,income_group_tpr_gap_mean,income_group_tpr_gap_std,income_group_fpr_gap_mean,income_group_fpr_gap_std,income_group_fnr_gap_mean,income_group_fnr_gap_std,income_group_accuracy_gap_mean,income_group_accuracy_gap_std,income_group_equalized_odds_diff_mean,income_group_equalized_odds_diff_std,education_group_dp_diff_mean,education_group_dp_diff_std,education_group_di_ratio_mean,education_group_di_ratio_std,education_group_tpr_gap_mean,education_group_tpr_gap_std,education_group_fpr_gap_mean,education_group_fpr_gap_std,education_group_fnr_gap_mean,education_group_fnr_gap_std,education_group_accuracy_gap_mean,education_group_accuracy_gap_std,education_group_equalized_odds_diff_mean,education_group_equalized_odds_diff_std,intersection_group_dp_diff_mean,intersection_group_dp_diff_std,intersection_group_di_ratio_mean,intersection_group_di_ratio_std,intersection_group_tpr_gap_mean,intersection_group_tpr_gap_std,intersection_group_fpr_gap_mean,intersection_group_fpr_gap_std,intersection_group_fnr_gap_mean,intersection_group_fnr_gap_std,intersection_group_accuracy_gap_mean,intersection_group_accuracy_gap_std,intersection_group_equalized_odds_diff_mean,intersection_group_equalized_odds_diff_std
XGBoost,Without Sensitive Attributes,0.8663670766319772,0.00048359524386571004,0.5809884038636497,0.00858270952514865,0.14697564099921906,0.002421514410996725,0.2345812338392565,0.0028142459476775484,0.8204158609905636,0.0032970632651385477,0.1336329233680227,0.00048359524386571,0.006595069170644859,0.0009459948587925755,0.8275322838117308,0.020891837451636835,0.04742162665642384,0.010794314688335223,0.0032100238612528973,0.001308403957685392,0.04742162665642387,0.010794314688335199,0.022257542444985613,0.0040868789026869655,0.04742162665642384,0.010794314688335223,0.03863104615047516,0.00217963621087381,0.18882921732231298,0.019373975166647153,0.06441708981768472,0.007469994231001744,0.02035362423247167,0.0018650200411940829,0.06441708981768476,0.007469994231001752,0.15705282920249083,0.004376077355983166,0.06441708981768472,0.007469994231001744,0.09568935112623991,0.0023032283594313988,0.10151016025547548,0.0017343626024908458,0.19014605558666497,0.007912561462238347,0.05363500503468001,0.001263223198797193,0.190146055586665,0.007912561462238366,0.1315001024975964,0.006331187373789821,0.19014605558666497,0.007912561462238347,0.10053662557094604,0.003364017601710931,0.12897627572081966,0.00951018001255223,0.17181023996064573,0.015138523551273696,0.05757352717930002,0.005345723206518839,0.17181023996064576,0.015138523551273708,0.14333386933318418,0.0070338485846273245,0.17181023996064573,0.015138523551273696,0.043341013992972036,0.0030688577294362,0.15746977844248275,0.02078335442955822,0.11355063613751652,0.02065542472617161,0.023131838220562834,0.0011806321092650918,0.11355063613751652,0.02065542472617164,0.18469808053803957,0.008012371231884917,0.11355063613751652,0.02065542472617161
LightGBM,Without Sensitive Attributes,0.7180857773573005,0.0016267749276350036,0.3017040448077834,0.0023753556104059454,0.7785041967608438,0.009118663562334343,0.4348724002144867,0.0037668204665840792,0.8200944500089584,0.0034018905548535124,0.2819142226426995,0.0016267749276350036,0.024411960742076022,0.001275965646410075,0.9345804429626341,0.003511066124093549,0.040482378196116754,0.009489073364848166,0.022676779348783573,0.0009634635434333897,0.04048237819611673,0.009489073364848132,0.023623810131850952,0.0011965890790445995,0.040482378196116754,0.009489073364848166,0.34944466939633656,0.004415472555083035,0.30385098538647765,0.005170710916921004,0.16021024780255028,0.019077762714963076,0.2935424947682477,0.00323389989665484,0.16021024780255033,0.019077762714963094,0.23835232355667996,0.002488557971221699,0.2935424947682477,0.00323389989665484,0.3929815409376971,0.005634634019772471,0.3671344096399228,0.0052318793570799715,0.24216518188712444,0.016720200887049726,0.3498546728813162,0.0036463191278442637,0.24216518188712444,0.01672020088704976,0.23146241730900474,0.003075915853517506,0.3498546728813162,0.0036463191278442637,0.4175285412339368,0.016448539366486332,0.36255026147834324,0.011637751891178343,0.22080481577017816,0.016900020704841263,0.38029028512320695,0.017164522936669806,0.22080481577017821,0.01690002070484122,0.24675345510235921,0.011140372849354622,0.38029028512320695,0.017164522936669806,0.37062286329560273,0.0031392288531659537,0.28016209275494325,0.005131487181735272,0.21501357113946637,0.0152776521856565,0.31414271290793294,0.0025436888388542848,0.21501357113946643,0.015277652185656463,0.2552848625517644,0.00243487599015512,0.31414271290793294,0.0025436888388542848
CatBoost,Without Sensitive Attributes,0.8663237149164301,0.00036699546371611613,0.5857119568871538,0.0077877909476668505,0.1389407343215982,0.0021951744382218514,0.22458067129391007,0.0024377366156195257,0.819859642792782,0.0034263040588303384,0.13367628508356985,0.00036699546371611613,0.006526759067539997,0.0009157609641963717,0.818828226991732,0.019804485205238545,0.04514836583951667,0.008724418117768232,0.003331093112677653,0.0009228261651990495,0.045148365839516647,0.008724418117768244,0.022036358960805934,0.0034920479724384573,0.04514836583951667,0.008724418117768232,0.03716523186889585,0.0019419583285077444,0.1759760716580042,0.018563522544675803,0.06653454875420954,0.007679322884985828,0.0195254071106019,0.0019839007395517937,0.06653454875420954,0.007679322884985861,0.1574069733476281,0.004829604231265746,0.06653454875420954,0.007679322884985828,0.09441027217854549,0.003580704032815763,0.08633004147365575,0.0034459552992304426,0.19404135995714303,0.01134009701706311,0.052573108615566785,0.0025567969041264413,0.19404135995714303,0.01134009701706308,0.13146850841200308,0.007479076270194152,0.19404135995714303,0.01134009701706311,0.1003477852813508,0.004138135511626731,0.11434147410119881,0.0065964782770252285,0.17797230777094347,0.008856577281386868,0.05708982850680629,0.004852453813870737,0.17797230777094347,0.008856577281386838,0.14315504872718005,0.005783185806940677,0.17797230777094347,0.008856577281386868,0.04187754126217072,0.003091222063145958,0.14364792426204653,0.016939207661530925,0.11231776486468195,0.006665256049403851,0.02244807872975733,0.00166580710955648,0.1123177648646819,0.006665256049403869,0.1849665262352546,0.008088642354389433,0.11231776486468195,0.006665256049403851
Stacking Ensemble,Without Sensitive Attributes,0.8657876064333019,0.0005959751274757761,0.5721136919803056,0.010551158021760177,0.14629678799579734,0.00427277978104285,0.2329561554295445,0.005032955864120494,0.8181525303073724,0.0035272411975204028,0.13421239356669817,0.0005959751274757762,0.006909342773643838,0.0016886054179887499,0.8218531159641345,0.040120092757024474,0.04724872628831407,0.01006600018267511,0.0035723135007416904,0.001643239841361468,0.04724872628831407,0.01006600018267513,0.02192574635045519,0.0030920615355701296,0.04724872628831407,0.01006600018267511,0.03931574499417746,0.0023814471028295796,0.18565528016629068,0.011980455773389588,0.06714692697113761,0.009182814159412075,0.02102124702734018,0.002095093988719213,0.06714692697113762,0.009182814159412092,0.15737958439244248,0.004705244299759981,0.06714692697113761,0.009182814159412075,0.10315614385160612,0.0025785830003911252,0.08486285761162102,0.008557904595782201,0.20769610846864234,0.005203372261469996,0.05919263847061218,0.003380435135419508,0.2076961084686423,0.005203372261469969,0.13266019947914323,0.006605539053711998,0.20769610846864234,0.005203372261469996,0.09950600507674119,0.00479762081084465,0.12140090274363173,0.009624409162627773,0.17186270047051871,0.012477808891781555,0.05762038629952719,0.00523634555810219,0.1718627004705187,0.01247780889178156,0.14457769305592638,0.004359484132810498,0.17186270047051871,0.012477808891781555,0.044152908948797184,0.003195057058290268,0.15331725925902964,0.010225144187359808,0.11592727550124851,0.01792117961537633,0.02414224860853855,0.002273689630994652,0.11592727550124853,0.017921179615376343,0.18443948728908696,0.007270501275767353,0.11592727550124851,0.01792117961537633
Logistic Regression,Without Sensitive Attributes + Proxy-Reduced Features,0.7293598233995585,0.0009680336003317692,0.3065331507094455,0.0022416192115189216,0.7466477476112908,0.010745049329270645,0.43462607278646814,0.004009205667554045,0.8125814882573366,0.004032054289570922,0.2706401766004415,0.0009680336003317692,0.026150548765830395,0.0011973482579301943,0.9261338804557534,0.003228811712152262,0.03904844467613875,0.011655624471303574,0.024815114068265164,0.0015915974372956426,0.039048444676138785,0.011655624471303545,0.026361836204738663,0.0011138426262149983,0.040075920259514355,0.009671705678708805,0.3244436936889829,0.006049900972694926,0.30782259130367584,0.006144586607567233,0.15507559553558004,0.01417537422773599,0.2690752401985301,0.005254065011924943,0.15507559553558004,0.014175374227736025,0.22688034910743865,0.003428208317356585,0.2690752401985301,0.005254065011924943,0.32603475994298753,0.005188687005310864,0.41883819291076696,0.004696579751372128,0.19845998558758346,0.015701495609765678,0.27744577902683487,0.004790817957579275,0.19845998558758346,0.015701495609765716,0.18610287810461884,0.00297823525284672,0.27744577902683487,0.004790817957579275,0.3544624424590327,0.01201890003502427,0.3998240908813773,0.009493302398098986,0.19414642190237488,0.010494111458685427,0.30778850645781697,0.011832579845661058,0.19414642190237485,0.01049411145868543,0.20206833076017214,0.007303733558716961,0.30778850645781697,0.011832579845661058,0.34824413972191276,0.006346945614667989,0.2820293230673596,0.006559844351976118,0.2123502837669537,0.0156293168529128,0.2921260509969402,0.0061652323484892475,0.21235028376695367,0.0156293168529128,0.24646045555970808,0.004020217176376114,0.2921260509969402,0.0061652323484892475
Decision Tree,Without Sensitive Attributes + Proxy-Reduced Features,0.715030747398297,0.006270254796135402,0.2965266554284213,0.0042495101960916565,0.7611892233016119,0.011202736863342215,0.4267517443731438,0.003987464997544552,0.8092529393768719,0.0034713326014080186,0.28496925260170297,0.006270254796135403,0.03194171300003379,0.0014319984976654892,0.9148949537403628,0.005115398670677945,0.038233438360765225,0.00846091108066472,0.031547981593654496,0.0016296080493597763,0.03823343836076521,0.008460911080664713,0.0312607493951242,0.0016396398014101928,0.039866397053915814,0.005694884462672662,0.3170949149432046,0.011048393660593873,0.3363070376467777,0.0183384414991992,0.1412450540843197,0.017021571462677652,0.2626178340965519,0.01147457805213757,0.1412450540843197,0.017021571462677694,0.21872634174493738,0.009893394218807977,0.2626178340965519,0.01147457805213757,0.32567236755015605,0.00890921556057061,0.43770982111630374,0.015167819215602008,0.1853925191142835,0.022897202400024158,0.28071231592078255,0.006980591389574168,0.1853925191142835,0.022897202400024148,0.18605204748914395,0.004025610582206911,0.28071231592078255,0.006980591389574168,0.357315093268067,0.013832204261360373,0.41488406160397845,0.015536507045303625,0.18341133081171765,0.022861004033609425,0.3145032053861826,0.01460190977949129,0.18341133081171768,0.022861004033609435,0.20386253735748278,0.009445380308647337,0.3145032053861826,0.01460190977949129,0.34832333742383403,0.011531376229659187,0.2971225628462477,0.016250164834419847,0.19274625453768754,0.023867925292988933,0.29340480592234475,0.013001453156498354,0.1927462545376875,0.023867925292988944,0.24448927188305786,0.01022864190724969,0.29340480592234475,0.013001453156498354
Random Forest,Without Sensitive Attributes + Proxy-Reduced Features,0.7268921475875119,0.0019719033663232253,0.3059126766270855,0.00162723815588359,0.7566347798613904,0.00928665331616342,0.43566833004712563,0.0026306461248418946,0.8159359084151406,0.0034953725882337734,0.27310785241248814,0.0019719033663232253,0.03049024187274666,0.002646126920789579,0.9157099659281089,0.007082930311593282,0.03688213983154458,0.008941150382481973,0.029379804297377677,0.003317251563327636,0.036882139831544626,0.008941150382481956,0.02966007598905813,0.0017264248319594387,0.03888613163669193,0.006060573474416134,0.329649919956754,0.0060264199263246054,0.3028808824684196,0.005317141753889247,0.15647788043364813,0.02170627083071838,0.27295881688040996,0.005452480731978139,0.15647788043364813,0.021706270830718362,0.22830784515241254,0.003334461993695146,0.27295881688040996,0.005452480731978139,0.3098578798205197,0.004000010201304881,0.44096479371453956,0.002070663159554949,0.1757766235061137,0.013830945442932365,0.2610645020089087,0.004309813887619984,0.1757766235061137,0.013830945442932407,0.17491344045517165,0.004319757749842386,0.2610645020089087,0.004309813887619984,0.34443375696304634,0.015517290515109946,0.41362983773505746,0.010523258160830808,0.1750595804486768,0.013033681925607084,0.2983220763400974,0.016606404471943215,0.1750595804486768,0.013033681925607095,0.19618846443703322,0.010386197626814494,0.2983220763400974,0.016606404471943215,0.35942209964745475,0.007409380203703454,0.2672964086098684,0.008284349247465059,0.2018301058529473,0.024075680650612413,0.3016208774971777,0.007660825430253778,0.2018301058529473,0.0240756806506124,0.25207864736392527,0.00455833789658612,0.3016208774971777,0.007660825430253778
XGBoost,Without Sensitive Attributes + Proxy-Reduced Features,0.8662409334594766,0.0005523337407445609,0.5798710862293224,0.009821359934501677,0.14553270920326072,0.0023147662256690752,0.23264628461800113,0.002649698011532461,0.8187306589728387,0.0034860422600196854,0.13375906654052347,0.0005523337407445609,0.004709898434909481,0.001218467477342251,0.8734235263315752,0.03031286158115563,0.0401198734685023,0.008017575593321379,0.0021791205219199175,0.00107992050092102,0.04011987346850228,0.008017575593321372,0.022144390330461183,0.0033303509091857407,0.0401198734685023,0.008017575593321379,0.03712550486053255,0.0019545838629257194,0.19904371240808172,0.01728260174589674,0.061600602112831845,0.006300347585580679,0.019267473295788148,0.001773184555827943,0.061600602112831894,0.006300347585580675,0.15678362569233692,0.0047363739147880364,0.061600602112831845,0.006300347585580679,0.08094916812436917,0.0028990159880113242,0.14539086873385154,0.006842966914626141,0.1492150968736747,0.008363933139673938,0.04445811890413618,0.00199016026393921,0.14921509687367468,0.008363933139673952,0.13181593193104196,0.007049217113746557,0.1492150968736747,0.008363933139673938,0.08063242021527342,0.002284640510474706,0.16702096607694464,0.011547333294597811,0.1279333490435824,0.015704724641932972,0.04468680740904655,0.003994886196922547,0.1279333490435824,0.01570472464193292,0.14386717243625874,0.00687163349105742,0.1279333490435824,0.015704724641932972,0.03992744978715319,0.0026081798745580505,0.17273579150439392,0.015692746567793906,0.11101858937089051,0.00929037801684344,0.021229131852464174,0.0014409426759004094,0.11101858937089051,0.00929037801684342,0.18416992084863665,0.00770667602980767,0.11101858937089051,0.00929037801684344
LightGBM,Without Sensitive Attributes + Proxy-Reduced Features,0.71808183538316,0.001964748879218227,0.30125727074595976,0.002061302213084681,0.7755901206595004,0.007962696587757724,0.4339511866425319,0.0030497166458067363,0.8183182979833985,0.0036867198945768277,0.2819181646168401,0.001964748879218227,0.03903715355732906,0.001491812226384562,0.8974074492731052,0.0043394826282414445,0.026830033337454262,0.008593411204290318,0.037542353344066984,0.001745903164787795,0.026830033337454307,0.008593411204290318,0.03452569288429168,0.0015677900174096223,0.037542353344066984,0.001745903164787795,0.34047620572642534,0.005998766854457747,0.3073858935227468,0.005428918564595733,0.159125745495192,0.020893187025591873,0.28389393327035506,0.005515847449190796,0.159125745495192,0.0208931870255919,0.2324093345615937,0.003674430662107777,0.28389393327035506,0.005515847449190796,0.31995023335938066,0.0041831561109847626,0.4434399517273769,0.005220401570593662,0.1736482885661501,0.019810808227013418,0.27314224462132347,0.003134082043760097,0.17364828856615017,0.019810808227013445,0.1803632012617185,0.0044981539107095065,0.27314224462132347,0.003134082043760097,0.35718491609214426,0.013879102844746407,0.4148444025929122,0.01095030303685906,0.17389961166576823,0.00876071464198757,0.3139683691880743,0.013925573924583797,0.17389961166576823,0.008760714641987561,0.2037096747805318,0.008008763133695904,0.3139683691880743,0.013925573924583797,0.3782570561132127,0.005701352225744175,0.26887957503338644,0.0057184574802121016,0.20007053008649406,0.024451037131003793,0.321518229885079,0.005984992578602107,0.200070530086494,0.024451037131003838,0.26086772425697347,0.004200604031049651,0.321518229885079,0.005984992578602107
CatBoost,Without Sensitive Attributes + Proxy-Reduced Features,0.8662212235887733,0.0005781076771677264,0.5850072264890386,0.010382852049689424,0.13738466836195168,0.0015298512888434663,0.2225003560549584,0.0020666924691538253,0.8183896370588217,0.003622028834102413,0.13377877641122676,0.0005781076771677264,0.004207669043062906,0.0009993315055463585,0.8786541049442238,0.027811727780096013,0.036936763621065,0.009122975746519728,0.0019409908357118297,0.0012045278383572364,0.036936763621065016,0.00912297574651976,0.022108550485981593,0.003524882964829125,0.036936763621065,0.009122975746519728,0.03555407588810022,0.0016449109999185656,0.18756022772734693,0.0172674748749713,0.06320855259083702,0.010217750891909396,0.018523373359210168,0.001437119533051985,0.06320855259083699,0.010217750891909422,0.15737637154027748,0.00441826198405955,0.06320855259083702,0.010217750891909396,0.07861314747457411,0.0033846387754162036,0.13696335458168368,0.008664928786997945,0.14781671439984337,0.008521742326403507,0.042953289248369345,0.0023535600003875036,0.14781671439984337,0.00852174232640351,0.13208105939318576,0.007050125112423945,0.14781671439984337,0.008521742326403507,0.07753595837293095,0.004299001427286548,0.15992660332835168,0.01218487423187955,0.12394755637090751,0.01751249350448391,0.043239423643141386,0.004078673804418485,0.12394755637090751,0.017512493504483896,0.14508878838260914,0.005892214103628914,0.12394755637090751,0.01751249350448391,0.038345273709780955,0.002376789519783161,0.16029068658559054,0.01714951840235614,0.10847506634156416,0.006453180092193501,0.020211163305793457,0.0011072185324070673,0.10847506634156415,0.006453180092193498,0.1851256259595831,0.007436826949068901,0.10847506634156416,0.006453180092193501
Stacking Ensemble,Without Sensitive Attributes + Proxy-Reduced Features,0.8657797224850207,0.00038050771933011146,0.5734612513212852,0.00702838970456348,0.14343910089733786,0.0022709364166933785,0.22945980533728144,0.002598385495446167,0.8169247658073588,0.0036210328295897885,0.1342202775149795,0.00038050771933011146,0.004443475319798144,0.0017929178798358199,0.8802291803434066,0.04741421838858939,0.03712125421801275,0.01054344863111204,0.002303653521977622,0.0013472671490427277,0.03712125421801275,0.010543448631112083,0.021656086057901768,0.003448147559291922,0.03712125421801275,0.01054344863111204,0.037083763684191785,0.0013979838999701594,0.1984001396143092,0.015956841140685053,0.06335484870149226,0.0071277252339289774,0.01961765442323222,0.0014886729967064053,0.06335484870149226,0.007127725233928953,0.15734578488774073,0.004879471596861195,0.06335484870149226,0.0071277252339289774,0.0841855746909851,0.0033029358790780824,0.13454477052509814,0.006311262554926899,0.15690611880254793,0.00600874237555622,0.047168993453940586,0.0026675589166731606,0.1569061188025479,0.0060087423755561965,0.1327737565605926,0.006659121143674925,0.15690611880254793,0.00600874237555622,0.08233229546223468,0.0028416402117830107,0.16030384704556108,0.014222561982319722,0.13237054897791656,0.016473708115044904,0.04632491196317891,0.0037167811677017507,0.13237054897791659,0.016473708115044897,0.14462958951820598,0.005869226928086884,0.13237054897791656,0.016473708115044904,0.039728342729070214,0.0022410879446328994,0.1762489969096186,0.017693869086465704,0.11127192932557387,0.009879707292996684,0.021894102463671485,0.001611819228161018,0.11127192932557388,0.009879707292996621,0.1840564750497709,0.0071424941412931795,0.11127192932557387,0.009879707292996684
