model,feature_set,accuracy,precision,recall,f1,auc,brier,error_rate,fnr,sex_group_dp_diff,sex_group_di_ratio,sex_group_tpr_gap,sex_group_fpr_gap,sex_group_fnr_gap,sex_group_accuracy_gap,sex_group_equalized_odds_diff,sex_group_worst_group_sensitivity,sex_group_macro_avg_fnr,sex_group_group_auc_mean,sex_group_group_brier_mean,age_group_dp_diff,age_group_di_ratio,age_group_tpr_gap,age_group_fpr_gap,age_group_fnr_gap,age_group_accuracy_gap,age_group_equalized_odds_diff,age_group_worst_group_sensitivity,age_group_macro_avg_fnr,age_group_group_auc_mean,age_group_group_brier_mean,income_group_dp_diff,income_group_di_ratio,income_group_tpr_gap,income_group_fpr_gap,income_group_fnr_gap,income_group_accuracy_gap,income_group_equalized_odds_diff,income_group_worst_group_sensitivity,income_group_macro_avg_fnr,income_group_group_auc_mean,income_group_group_brier_mean,education_group_dp_diff,education_group_di_ratio,education_group_tpr_gap,education_group_fpr_gap,education_group_fnr_gap,education_group_accuracy_gap,education_group_equalized_odds_diff,education_group_worst_group_sensitivity,education_group_macro_avg_fnr,education_group_group_auc_mean,education_group_group_brier_mean,intersection_group_dp_diff,intersection_group_di_ratio,intersection_group_tpr_gap,intersection_group_fpr_gap,intersection_group_fnr_gap,intersection_group_accuracy_gap,intersection_group_equalized_odds_diff,intersection_group_worst_group_sensitivity,intersection_group_macro_avg_fnr,intersection_group_group_auc_mean,intersection_group_group_brier_mean
MLP,Without Sensitive Attributes + Proxy-Reduced Features,0.5082536924413553,0.5082536924413553,1.0,0.673963133640553,0.8133617059117648,0.17538867308339817,0.4917463075586447,0.0,0.0,1.0,0.0,0.0,0.0,0.03232479219962198,0.0,1.0,0.0,0.8117022897113388,0.17596230295662607,0.0,1.0,0.0,0.0,0.0,0.41444608424566226,0.0,1.0,0.0,0.8087991663770397,0.16535360577661876,0.0,1.0,0.0,0.0,0.0,0.26347326476108035,0.0,1.0,0.0,0.7944885367931468,0.17569974996111895,0.0,1.0,0.0,0.0,0.0,0.2599084997442714,0.0,1.0,0.0,0.808551658930074,0.16936702259294864,0.0,1.0,0.0,0.0,0.0,0.4712185210230076,0.0,1.0,0.0,0.8069955678134151,0.1657876423416739
MLP,Without Sensitive Attributes + Proxy-Reduced Features,0.5082536924413553,0.5082536924413553,1.0,0.673963133640553,0.8139620015503408,0.17518782492245324,0.4917463075586447,0.0,0.0,1.0,0.0,0.0,0.0,0.034730716567777264,0.0,1.0,0.0,0.8117818241161492,0.1759041199791328,0.0,1.0,0.0,0.0,0.0,0.40695641400730365,0.0,1.0,0.0,0.8034962884808877,0.16519012727786597,0.0,1.0,0.0,0.0,0.0,0.26867614229464526,0.0,1.0,0.0,0.797072312361367,0.17491646857075716,0.0,1.0,0.0,0.0,0.0,0.28040069510396254,0.0,1.0,0.0,0.7915937119204521,0.17405594387101941,0.0,1.0,0.0,0.0,0.0,0.46884531590413947,0.0,1.0,0.0,0.8014197174765451,0.1657953404913636
MLP,Without Sensitive Attributes + Proxy-Reduced Features,0.508362899138368,0.5082916938228691,1.0,0.6739965431150374,0.8139211698819845,0.17545172818126842,0.49163710086163204,0.0,2.5334627322126657e-05,0.9999746619965282,0.0,8.053065462942932e-05,0.0,0.04706051764200758,8.053065462942932e-05,1.0,0.0,0.8114280888809022,0.17638574447584227,0.0003372112628561297,0.9996627887371439,0.0,0.0006768189509306355,0.0,0.39939657523318256,0.0006768189509306355,1.0,0.0,0.8024859553488793,0.16689040652998935,0.00039785160135275,0.9996021483986473,0.0,0.0008802816901408717,0.0,0.25920816717133294,0.0008802816901408717,1.0,0.0,0.7962485177630289,0.17461364905584495,0.00020370747606435202,0.9997962925239356,0.0,0.0003415300546447675,0.0,0.3423818134001678,0.0003415300546447675,1.0,0.0,0.7809503839218812,0.1730849778038557,0.0003705075954056891,0.9996294924045943,0.0,0.0007680491551459445,0.0,0.44593427660846974,0.0007680491551459445,1.0,0.0,0.799129224726074,0.1678401897817614
MLP,Without Sensitive Attributes + Proxy-Reduced Features,0.5082180870320758,0.5082180870320758,1.0,0.6739318290926548,0.8128608223245974,0.17561426164927935,0.4917819129679242,0.0,0.0,1.0,0.0,0.0,0.0,0.06006460773542788,0.0,1.0,0.0,0.810042309210564,0.17647325210348186,0.0,1.0,0.0,0.0,0.0,0.41196482034981785,0.0,1.0,0.0,0.8042814147598212,0.1649632115755406,0.0,1.0,0.0,0.0,0.0,0.24981746502367108,0.0,1.0,0.0,0.7963118256658982,0.1755366974237791,0.0,1.0,0.0,0.0,0.0,0.29715876601767915,0.0,1.0,0.0,0.7899059358850082,0.17286564524436573,0.0,1.0,0.0,0.0,0.0,0.459089188227366,0.0,1.0,0.0,0.8013428378247974,0.16579124771461182
MLP,Without Sensitive Attributes + Proxy-Reduced Features,0.5082180870320758,0.5082180870320758,1.0,0.6739318290926548,0.8087633079386911,0.17775718963126733,0.4917819129679242,0.0,0.0,1.0,0.0,0.0,0.0,0.03931998143660609,0.0,1.0,0.0,0.8067209552388123,0.17849507665131165,0.0,1.0,0.0,0.0,0.0,0.41054382431925796,0.0,1.0,0.0,0.8044076341169344,0.16631100486831044,0.0,1.0,0.0,0.0,0.0,0.25939470581198626,0.0,1.0,0.0,0.7876072765866869,0.17819705585794846,0.0,1.0,0.0,0.0,0.0,0.321239217282005,0.0,1.0,0.0,0.7960794751930358,0.17152259895311092,0.0,1.0,0.0,0.0,0.0,0.4637533409698359,0.0,1.0,0.0,0.8014195163718121,0.167061076118479
