model,feature_set,accuracy,precision,recall,f1,auc,brier,error_rate,fnr,sex_group_dp_diff,sex_group_di_ratio,sex_group_tpr_gap,sex_group_fpr_gap,sex_group_fnr_gap,sex_group_accuracy_gap,sex_group_equalized_odds_diff,sex_group_worst_group_sensitivity,sex_group_macro_avg_fnr,sex_group_group_auc_mean,sex_group_group_brier_mean,age_group_dp_diff,age_group_di_ratio,age_group_tpr_gap,age_group_fpr_gap,age_group_fnr_gap,age_group_accuracy_gap,age_group_equalized_odds_diff,age_group_worst_group_sensitivity,age_group_macro_avg_fnr,age_group_group_auc_mean,age_group_group_brier_mean,income_group_dp_diff,income_group_di_ratio,income_group_tpr_gap,income_group_fpr_gap,income_group_fnr_gap,income_group_accuracy_gap,income_group_equalized_odds_diff,income_group_worst_group_sensitivity,income_group_macro_avg_fnr,income_group_group_auc_mean,income_group_group_brier_mean,education_group_dp_diff,education_group_di_ratio,education_group_tpr_gap,education_group_fpr_gap,education_group_fnr_gap,education_group_accuracy_gap,education_group_equalized_odds_diff,education_group_worst_group_sensitivity,education_group_macro_avg_fnr,education_group_group_auc_mean,education_group_group_brier_mean,intersection_group_dp_diff,intersection_group_di_ratio,intersection_group_tpr_gap,intersection_group_fpr_gap,intersection_group_fnr_gap,intersection_group_accuracy_gap,intersection_group_equalized_odds_diff,intersection_group_worst_group_sensitivity,intersection_group_macro_avg_fnr,intersection_group_group_auc_mean,intersection_group_group_brier_mean
Random Forest,Without Sensitive Attributes,0.7315175945092058,0.3269368840154037,0.713634420857672,0.44843330349149507,0.8025327433170129,0.17342365590736683,0.26848240549079416,0.28636557914232796,0.017617373013053106,0.9487452913555167,0.03632451975928919,0.016143250772047035,0.03632451975928924,0.019706604139506756,0.03632451975928919,0.6944862910515216,0.2873514490688338,0.8007585790966778,0.17415138573116673,0.32139049025365984,0.2899273505157553,0.19373604799489752,0.2627438138159844,0.19373604799489758,0.22368901401645647,0.2627438138159844,0.5382882882882883,0.337405085489806,0.7932123693187793,0.16337987107722388,0.2956830830348191,0.43890295438223687,0.24121990435930707,0.24047044002836124,0.24121990435930715,0.15208094413992268,0.24121990435930707,0.594374235629841,0.27716931242373516,0.7878560262739495,0.18655493453863622,0.328285052975682,0.4140735130434031,0.20278421855123197,0.25811160455686427,0.20278421855123197,0.15237739112615978,0.25811160455686427,0.6127139364303178,0.2733800080863269,0.7866383013367012,0.18636468281306792,0.33669294686008966,0.26468272389752595,0.24436590608465614,0.27559465853978293,0.24436590608465608,0.23663750090575653,0.27559465853978293,0.51171875,0.33651479195277473,0.7914710471344604,0.16411440249128995
Random Forest,Without Sensitive Attributes,0.7304717289465084,0.3260290005852136,0.7143467730445933,0.44771854629877667,0.7999322180659346,0.17431474385045057,0.26952827105349164,0.28565322695540674,0.018690134473076547,0.945921234558507,0.04921605564882414,0.017518348173277243,0.04921605564882414,0.022903521325925102,0.04921605564882414,0.6886904761904762,0.28670149598511174,0.7980146449312067,0.17513505724163753,0.31935011093896726,0.2961297541523467,0.1762629390588637,0.26388215240805213,0.1762629390588637,0.22479419266351275,0.26388215240805213,0.5553145336225597,0.3316025195893158,0.7945208628845455,0.16399361908117582,0.30357900136137383,0.42703401337591373,0.25619510470567175,0.2524331900859767,0.25619510470567164,0.1619598485416609,0.25619510470567175,0.5806320907617504,0.27577870645675107,0.7858931841494395,0.18815889470030475,0.3273298775772787,0.41909483099482936,0.23352068949341342,0.2700714240163255,0.2335206894934134,0.1636323362451232,0.2700714240163255,0.6122942884801549,0.26308193022568094,0.782535272821845,0.19055970996486457,0.3453850551352429,0.266543030556026,0.20539490757123846,0.2891760511352183,0.2053949075712384,0.24813619934621434,0.2891760511352183,0.5534351145038168,0.3322080262841882,0.792162225234054,0.16488322312171697
Random Forest,Without Sensitive Attributes,0.7340015252206122,0.32796126807268866,0.7044159544159544,0.4475518146438592,0.7969406289792142,0.17303367190981478,0.26599847477938776,0.2955840455840456,0.02064259948685926,0.9392866471905598,0.04307919157207185,0.01912554250808074,0.043079191572071796,0.023687682474102467,0.04307919157207185,0.6822320117474302,0.2962283924665339,0.7954047762606213,0.17372396630504067,0.32841580126153525,0.27985048704840115,0.16204302573185536,0.2726727963550074,0.16204302573185536,0.23493127164049543,0.2726727963550074,0.5619266055045872,0.33771230414341363,0.7897500746162548,0.1626349663541348,0.29800133495789244,0.42964182028795284,0.1974290348299007,0.2542227760009007,0.1974290348299007,0.17331046278848705,0.2542227760009007,0.6037891268533773,0.28854387343106946,0.7795995956495135,0.18724805824534219,0.31858893025930124,0.421164556751105,0.18791788811178056,0.26838829204141795,0.18791788811178053,0.17282348584906437,0.26838829204141795,0.6136694134755211,0.2819140740793071,0.7748027957615955,0.19077292033295037,0.3487893622871405,0.252386177525297,0.18236360600205148,0.2924341531213066,0.1823636060020516,0.2530062997177255,0.2924341531213066,0.5617977528089888,0.33803707009337064,0.7884754373847075,0.16331603538140138
Random Forest,Without Sensitive Attributes,0.7307331953371827,0.3256467206689313,0.7101139601139601,0.4465245431744894,0.8000419179010819,0.17468906444926258,0.26926680466281727,0.2898860398860399,0.027587852685799497,0.9209834783590791,0.04168884735743028,0.027396836957905846,0.04168884735743028,0.030182758835462065,0.04168884735743028,0.6881946530489637,0.2909609232723212,0.7977371652556469,0.175670510095115,0.31656949350072877,0.29880631966097343,0.12207987561381839,0.26256577184012525,0.12207987561381833,0.22841881827086596,0.26256577184012525,0.6004618937644342,0.3220550913956712,0.7925991707114836,0.16450984510546682,0.2929804547074762,0.44322657739364146,0.23926626975796905,0.24074491674500334,0.23926626975796908,0.15374795964752852,0.24074491674500334,0.5949878738884398,0.2795557797300992,0.7851273927856127,0.18853731124737316,0.34302646853283414,0.40827934178086117,0.24465813700498473,0.2797806217342227,0.24465813700498468,0.1625963531431157,0.2797806217342227,0.6065815324165029,0.26493827223986005,0.7833201721457375,0.1907015201216455,0.34892868930305865,0.2606085115493494,0.18884672719880735,0.2962600193401366,0.1888467271988074,0.2598357840000539,0.2962600193401366,0.5531914893617021,0.32453652294341434,0.7889244155816254,0.16554432872382793
Random Forest,Without Sensitive Attributes,0.7364797141238506,0.3332018668244265,0.7221826471007265,0.4560093558834113,0.8069654227455197,0.1724613973421665,0.2635202858761494,0.27781735289927345,0.024350520265924214,0.9294389522332931,0.06247420146620308,0.028449250814612942,0.06247420146620308,0.03405499144670787,0.06247420146620308,0.6894279724468404,0.27933492682005806,0.8044479020341104,0.17342999379352703,0.3239870287243558,0.2816183345002713,0.2084557023984337,0.26320496591242787,0.20845570239843364,0.2235321532709038,0.26320496591242787,0.5277777777777778,0.33421846957089246,0.7950157995232369,0.16249980902943514,0.29289622408613397,0.4394636299888494,0.2159875469279371,0.24465314818816764,0.215987546927937,0.1618784481624035,0.24465314818816764,0.6049079754601226,0.2709648376672424,0.791055823549252,0.18627569264534416,0.32357568109818324,0.4199399237332784,0.20438323991638285,0.26981471250874,0.2043832399163828,0.16959332832944407,0.26981471250874,0.6065411298315163,0.27193028381994844,0.7873599297115419,0.18861873084622252,0.3464518876782934,0.24485054406509776,0.2782070383331601,0.28822259216367496,0.2782070383331601,0.2515143540910044,0.28822259216367496,0.489247311827957,0.33675357760552643,0.7921222963923578,0.1634758290714711
