threshold,score,precision,recall,f1,fnr,dp_diff,fnr_gap,worst_group_sensitivity,macro_avg_fnr,method
0.18,1.1842070223320242,0.3967780429594272,0.7851239669421488,0.527150217994451,0.2148760330578512,0.000374240090029343,0.012534165786369705,0.7810026385224275,0.2127302785843877,Naive transfer
0.19,1.1659278124683419,0.40160394818013573,0.768595041322314,0.5275526742301458,0.23140495867768596,0.0051122419125904095,0.0029622190747328747,0.7666068222621185,0.23191206820051508,Naive transfer
0.2,1.127904311603875,0.4096502590673575,0.7467532467532467,0.5290673358427436,0.2532467532467533,0.005591152420387047,0.005193357428995959,0.7432675044883303,0.2541358167971717,Naive transfer
0.21000000000000002,1.0937927097810924,0.414568647197046,0.7290436835891382,0.5285683714958271,0.2709563164108618,0.009260366158475197,0.008231368889436264,0.7235188509874326,0.27236546456784916,Naive transfer
0.22000000000000003,1.0609199471315993,0.42276707530647983,0.7125147579693034,0.5306660804572434,0.2874852420306966,0.011011382702606598,0.013028395301503681,0.703770197486535,0.28971560486271314,Naive transfer
0.22999999999999998,1.0199954057337763,0.4257570229843123,0.6889020070838253,0.5262683201803833,0.3110979929161747,0.011690599720428685,0.012621011228326151,0.6804308797127468,0.3132586146730901,Naive transfer
0.24,0.9862901719601704,0.43197540353574176,0.6635182998819362,0.5232774674115456,0.3364817001180638,0.0025484098400778143,0.006900265115449167,0.6588868940754039,0.33766297336687146,Naive transfer
0.25,0.9447124819393738,0.43810289389067525,0.6434474616292798,0.5212816834050693,0.3565525383707202,0.007074059385268006,0.011769925897152922,0.6355475763016158,0.3585674607498077,Naive transfer
0.26,0.9073948427676677,0.44730185497470487,0.6263282172373081,0.5218888342351206,0.37367178276269186,0.00989085257203598,0.01836228444566551,0.6140035906642729,0.37681526711289437,Naive transfer
0.27,0.8745958497140255,0.453781512605042,0.6056670602125147,0.5188369152970923,0.3943329397874853,0.009286921600123232,0.017002758527038142,0.5942549371633752,0.3972436835731057,Naive transfer
