threshold,auc,precision,f1,recall,fnr,dp_diff,fnr_gap,worst_group_sensitivity,macro_avg_fnr,method,domain_auc,p_target_min,p_target_median,p_target_max,raw_weight_min,raw_weight_median,raw_weight_max,weight_min,weight_median,weight_max,weight_std
0.07,0.7725147491403317,0.3026590561046916,0.46054443385234617,0.9627989371124889,0.03720106288751113,0.03461854730624758,0.011080218896236303,0.9553450608930988,0.03911482965878306,Oracle (train on target),,,,,,,,,,,
0.060000000000000005,0.769042902863559,0.30610502348085955,0.46332794830371565,0.9526129317980514,0.0473870682019486,0.02840356958716983,0.016053756611117104,0.9418132611637348,0.050159860530706674,Naive transfer,,,,,,,,,,,
0.060000000000000005,0.7686642613356665,0.30522430437251563,0.46226617931627606,0.9521700620017715,0.047829937998228544,0.036412189003479756,0.013383920943644823,0.9431664411366711,0.05014159839150641,IPS-weighted transfer,0.8064704517676894,0.06071875571782682,0.2860536165457362,0.9741724337459289,0.06464384984523981,0.4006654045388285,37.71832096616432,0.1103472150354873,0.4421231155192662,11.034721503548731,1.5881783258301763
